numfips,csa_f_a,name_csa_f_a
21093,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21123,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21163,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
40009,21120,"Elk City, OK"
18039,100515,"South Bend-Elkhart-Mishawaka, IN-MI"
54083,21180,"Elkins, WV"
32007,21220,"Elko, NV"
32011,21220,"Elko, NV"
53037,21260,"Ellensburg, WA"
36015,100236,"Elmira-Corning, NY"
48141,100238,"El Paso-Las Cruces, TX-NM"
48229,100238,"El Paso-Las Cruces, TX-NM"
20017,21380,"Emporia, KS"
20111,21380,"Emporia, KS"
40047,21420,"Enid, OK"
1031,21460,"Enterprise, AL"
42049,100240,"Erie-Meadville, PA"
26041,21540,"Escanaba, MI"
35039,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
1005,21640,"Eufaula, AL-GA"
13239,21640,"Eufaula, AL-GA"
41039,21660,"Eugene-Springfield, OR"
6023,21700,"Eureka-Arcata, CA"
56041,21740,"Evanston, WY"
18129,21780,"Evansville, IN-KY"
18163,21780,"Evansville, IN-KY"
18173,21780,"Evansville, IN-KY"
21101,21780,"Evansville, IN-KY"
2090,21820,"Fairbanks, AK"
19101,21840,"Fairfield, IA"
27091,21860,"Fairmont, MN"
54049,100390,"Morgantown-Fairmont, WV"
32001,21980,"Fallon, NV"
27027,100244,"Fargo-Wahpeton, ND-MN"
38017,100244,"Fargo-Wahpeton, ND-MN"
27131,100378,"Minneapolis-St. Paul, MN-WI"
29187,100476,"St. Louis-St. Charles-Farmington, MO-IL"
35045,22140,"Farmington, NM"
37051,100246,"Fayetteville-Sanford-Lumberton, NC"
37085,100246,"Fayetteville-Sanford-Lumberton, NC"
37093,100246,"Fayetteville-Sanford-Lumberton, NC"
5007,22220,"Fayetteville-Springdale-Rogers, AR"
5087,22220,"Fayetteville-Springdale-Rogers, AR"
5143,22220,"Fayetteville-Springdale-Rogers, AR"
27111,22260,"Fergus Falls, MN"
32019,100456,"Reno-Carson City-Fernley, NV"
39063,100534,"Toledo-Findlay-Tiffin, OH"
13017,22340,"Fitzgerald, GA"
4005,22380,"Flagstaff, AZ"
26049,100220,"Detroit-Warren-Ann Arbor, MI"
45031,22500,"Florence, SC"
45041,22500,"Florence, SC"
1033,22520,"Florence-Muscle Shoals, AL"
1077,22520,"Florence-Muscle Shoals, AL"
55039,22540,"Fond du Lac, WI"
37161,22580,"Forest City, NC"
5123,100368,"Memphis-Forrest City, TN-MS-AR"
8069,22660,"Fort Collins, CO"
19187,22700,"Fort Dodge, IA"
29169,22780,"Fort Leonard Wood, MO"
17067,100161,"Burlington-Fort Madison-Keokuk, IA-IL-MO"
19111,100161,"Burlington-Fort Madison-Keokuk, IA-IL-MO"
29045,100161,"Burlington-Fort Madison-Keokuk, IA-IL-MO"
8087,22820,"Fort Morgan, CO"
1049,100497,"Scottsboro-Fort Payne, AL"
22115,100217,"DeRidder-Fort Polk South, LA"
5033,22900,"Fort Smith, AR-OK"
5047,22900,"Fort Smith, AR-OK"
5131,22900,"Fort Smith, AR-OK"
40135,22900,"Fort Smith, AR-OK"
18003,100258,"Fort Wayne-Huntington-Auburn, IN"
18183,100258,"Fort Wayne-Huntington-Auburn, IN"
18023,100320,"Lafayette-West Lafayette-Frankfort, IN"
21005,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21073,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
48171,100314,"Kerrville-Fredericksburg, TX"
17177,100466,"Rockford-Freeport-Rochelle, IL"
31053,100420,"Omaha-Council Bluffs-Fremont, NE-IA"
39143,100534,"Toledo-Findlay-Tiffin, OH"
6019,100260,"Fresno-Madera-Hanford, CA"
1055,23460,"Gadsden, AL"
45021,100273,"Greenville-Spartanburg-Anderson, SC"
12001,100264,"Gainesville-Lake City, FL"
12041,100264,"Gainesville-Lake City, FL"
12075,100264,"Gainesville-Lake City, FL"
13139,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
48097,100206,"Dallas-Fort Worth, TX-OK"
17095,23660,"Galesburg, IL"
35031,23700,"Gallup, NM"
20055,23780,"Garden City, KS"
20093,23780,"Garden City, KS"
32005,100456,"Reno-Carson City-Fernley, NV"
45043,100396,"Myrtle Beach-Conway, SC-NC"
42001,100276,"Harrisburg-York-Lebanon, PA"
56005,23940,"Gillette, WY"
56011,23940,"Gillette, WY"
56045,23940,"Gillette, WY"
21009,100150,"Bowling Green-Glasgow, KY"
21169,100150,"Bowling Green-Glasgow, KY"
36113,100104,"Albany-Schenectady, NY"
36115,100104,"Albany-Schenectady, NY"
8045,100233,"Edwards-Glenwood Springs, CO"
8097,100233,"Edwards-Glenwood Springs, CO"
36035,100104,"Albany-Schenectady, NY"
37191,24140,"Goldsboro, NC"
48221,100206,"Dallas-Fort Worth, TX-OK"
27119,24220,"Grand Forks, ND-MN"
38035,24220,"Grand Forks, ND-MN"
31079,24260,"Grand Island, NE"
31093,24260,"Grand Island, NE"
31121,24260,"Grand Island, NE"
8077,24300,"Grand Junction, CO"
27061,24330,"Grand Rapids, MN"
26067,100266,"Grand Rapids-Kentwood-Muskegon, MI"
26081,100266,"Grand Rapids-Kentwood-Muskegon, MI"
26117,100266,"Grand Rapids-Kentwood-Muskegon, MI"
26139,100266,"Grand Rapids-Kentwood-Muskegon, MI"
35006,24380,"Grants, NM"
41033,100366,"Medford-Grants Pass, OR"
20009,24460,"Great Bend, KS"
30013,24500,"Great Falls, MT"
8123,100216,"Denver-Aurora, CO"
55009,100267,"Green Bay-Shawano, WI"
55061,100267,"Green Bay-Shawano, WI"
55083,100267,"Green Bay-Shawano, WI"
47059,24620,"Greeneville, TN"
37081,100268,"Greensboro--Winston-Salem--High Point, NC"
37151,100268,"Greensboro--Winston-Salem--High Point, NC"
37157,100268,"Greensboro--Winston-Salem--High Point, NC"
18031,100294,"Indianapolis-Carmel-Muncie, IN"
28151,24740,"Greenville, MS"
37147,100272,"Greenville-Kinston-Washington, NC"
39037,100212,"Dayton-Springfield-Kettering, OH"
45007,100273,"Greenville-Spartanburg-Anderson, SC"
45045,100273,"Greenville-Spartanburg-Anderson, SC"
45059,100273,"Greenville-Spartanburg-Anderson, SC"
45077,100273,"Greenville-Spartanburg-Anderson, SC"
28015,24900,"Greenwood, MS"
28083,24900,"Greenwood, MS"
45047,100273,"Greenville-Spartanburg-Anderson, SC"
28043,24980,"Grenada, MS"
72015,100490,"San Juan-Bayamón, PR"
72057,100490,"San Juan-Bayamón, PR"
72109,100490,"San Juan-Bayamón, PR"
28045,25060,"Gulfport-Biloxi, MS"
28047,25060,"Gulfport-Biloxi, MS"
28059,25060,"Gulfport-Biloxi, MS"
28131,25060,"Gulfport-Biloxi, MS"
40139,25100,"Guymon, OK"
24043,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
54003,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
54065,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
16013,25200,"Hailey, ID"
16025,25200,"Hailey, ID"
22105,100406,"New Orleans-Metairie-Hammond, LA-MS"
6031,100260,"Fresno-Madera-Hanford, CA"
29127,100448,"Quincy-Hannibal, IL-MO"
29173,100448,"Quincy-Hannibal, IL-MO"
42041,100276,"Harrisburg-York-Lebanon, PA"
42043,100276,"Harrisburg-York-Lebanon, PA"
42099,100276,"Harrisburg-York-Lebanon, PA"
5009,25460,"Harrison, AR"
5101,25460,"Harrison, AR"
51165,100277,"Harrisonburg-Staunton, VA"
51660,100277,"Harrisonburg-Staunton, VA"
9003,100278,"Hartford-East Hartford, CT"
9007,100278,"Hartford-East Hartford, CT"
9013,100278,"Hartford-East Hartford, CT"
31001,25580,"Hastings, NE"
28031,100279,"Hattiesburg-Laurel, MS"
28035,100279,"Hattiesburg-Laurel, MS"
28073,100279,"Hattiesburg-Laurel, MS"
28111,100279,"Hattiesburg-Laurel, MS"
20051,25700,"Hays, KS"
49043,100482,"Salt Lake City-Provo-Orem, UT"
49051,100482,"Salt Lake City-Provo-Orem, UT"
30043,25740,"Helena, MT"
30049,25740,"Helena, MT"
5107,25760,"Helena-West Helena, AR"
37181,100450,"Raleigh-Durham-Cary, NC"
48117,25820,"Hereford, TX"
41049,25840,"Hermiston-Pendleton, OR"
41059,25840,"Hermiston-Pendleton, OR"
37003,25860,"Hickory-Lenoir-Morganton, NC"
37023,25860,"Hickory-Lenoir-Morganton, NC"
37027,25860,"Hickory-Lenoir-Morganton, NC"
37035,25860,"Hickory-Lenoir-Morganton, NC"
26059,25880,"Hillsdale, MI"
15001,25900,"Hilo, HI"
45013,25940,"Hilton Head Island-Bluffton, SC"
45053,25940,"Hilton Head Island-Bluffton, SC"
13179,100496,"Savannah-Hinesville-Statesboro, GA"
13183,100496,"Savannah-Hinesville-Statesboro, GA"
35025,26020,"Hobbs, NM"
26005,100266,"Grand Rapids-Kentwood-Muskegon, MI"
12017,26140,"Homosassa Springs, FL"
41027,26220,"Hood River, OR"
5057,26260,"Hope, AR"
5099,26260,"Hope, AR"
5051,100284,"Hot Springs-Malvern, AR"
26061,26340,"Houghton, MI"
26083,26340,"Houghton, MI"
22057,26380,"Houma-Thibodaux, LA"
22109,26380,"Houma-Thibodaux, LA"
48015,100288,"Houston-The Woodlands, TX"
48039,100288,"Houston-The Woodlands, TX"
48071,100288,"Houston-The Woodlands, TX"
48157,100288,"Houston-The Woodlands, TX"
48167,100288,"Houston-The Woodlands, TX"
48201,100288,"Houston-The Woodlands, TX"
48291,100288,"Houston-The Woodlands, TX"
48339,100288,"Houston-The Woodlands, TX"
48473,100288,"Houston-The Woodlands, TX"
36021,100104,"Albany-Schenectady, NY"
42061,100107,"Altoona-Huntingdon, PA"
18069,100258,"Fort Wayne-Huntington-Auburn, IN"
21019,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
21043,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
21089,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
39087,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54011,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54079,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54099,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
1083,100290,"Huntsville-Decatur, AL"
1089,100290,"Huntsville-Decatur, AL"
48471,100288,"Houston-The Woodlands, TX"
46005,26700,"Huron, SD"
46073,26700,"Huron, SD"
20155,26740,"Hutchinson, KS"
27085,100378,"Minneapolis-St. Paul, MN-WI"
16019,100292,"Idaho Falls-Rexburg-Blackfoot, ID"
16023,100292,"Idaho Falls-Rexburg-Blackfoot, ID"
16051,100292,"Idaho Falls-Rexburg-Blackfoot, ID"
42063,100430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
18011,100294,"Indianapolis-Carmel-Muncie, IN"
18013,100294,"Indianapolis-Carmel-Muncie, IN"
18057,100294,"Indianapolis-Carmel-Muncie, IN"
18059,100294,"Indianapolis-Carmel-Muncie, IN"
18063,100294,"Indianapolis-Carmel-Muncie, IN"
18081,100294,"Indianapolis-Carmel-Muncie, IN"
18095,100294,"Indianapolis-Carmel-Muncie, IN"
18097,100294,"Indianapolis-Carmel-Muncie, IN"
18109,100294,"Indianapolis-Carmel-Muncie, IN"
18133,100294,"Indianapolis-Carmel-Muncie, IN"
18145,100294,"Indianapolis-Carmel-Muncie, IN"
28133,100185,"Cleveland-Indianola, MS"
19103,100168,"Cedar Rapids-Iowa City, IA"
19183,100168,"Cedar Rapids-Iowa City, IA"
26043,100361,"Marinette-Iron Mountain, WI-MI"
55037,100361,"Marinette-Iron Mountain, WI-MI"
36109,100296,"Ithaca-Cortland, NY"
26075,27100,"Jackson, MI"
28029,100298,"Jackson-Vicksburg-Brookhaven, MS"
28049,100298,"Jackson-Vicksburg-Brookhaven, MS"
28051,100298,"Jackson-Vicksburg-Brookhaven, MS"
28089,100298,"Jackson-Vicksburg-Brookhaven, MS"
28121,100298,"Jackson-Vicksburg-Brookhaven, MS"
28127,100298,"Jackson-Vicksburg-Brookhaven, MS"
28163,100298,"Jackson-Vicksburg-Brookhaven, MS"
39079,27160,"Jackson, OH"
47023,100297,"Jackson-Brownsville, TN"
47033,100297,"Jackson-Brownsville, TN"
47053,100297,"Jackson-Brownsville, TN"
47113,100297,"Jackson-Brownsville, TN"
16081,27220,"Jackson, WY-ID"
56039,27220,"Jackson, WY-ID"
12003,100300,"Jacksonville-St. Marys-Palatka, FL-GA"
12019,100300,"Jacksonville-St. Marys-Palatka, FL-GA"
12031,100300,"Jacksonville-St. Marys-Palatka, FL-GA"
12089,100300,"Jacksonville-St. Marys-Palatka, FL-GA"
12109,100300,"Jacksonville-St. Marys-Palatka, FL-GA"
17137,100522,"Springfield-Jacksonville-Lincoln, IL"
17171,100522,"Springfield-Jacksonville-Lincoln, IL"
37133,27340,"Jacksonville, NC"
48073,100540,"Tyler-Jacksonville, TX"
38093,27420,"Jamestown, ND"
36013,27460,"Jamestown-Dunkirk-Fredonia, NY"
55105,100357,"Madison-Janesville-Beloit, WI"
1127,100142,"Birmingham-Hoover-Talladega, AL"
18037,27540,"Jasper, IN"
18125,27540,"Jasper, IN"
72073,27580,"Jayuya, PR"
13157,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
29027,27620,"Jefferson City, MO"
29051,27620,"Jefferson City, MO"
29135,27620,"Jefferson City, MO"
29151,27620,"Jefferson City, MO"
22053,100324,"Lake Charles-Jennings, LA"
13305,100496,"Savannah-Hinesville-Statesboro, GA"
47019,100304,"Johnson City-Kingsport-Bristol, TN-VA"
47171,100304,"Johnson City-Kingsport-Bristol, TN-VA"
47179,100304,"Johnson City-Kingsport-Bristol, TN-VA"
42021,100306,"Johnstown-Somerset, PA"
5031,100308,"Jonesboro-Paragould, AR"
5111,100308,"Jonesboro-Paragould, AR"
29097,100309,"Joplin-Miami, MO-OK"
29145,100309,"Joplin-Miami, MO-OK"
2110,27940,"Juneau, AK"
15009,27980,"Kahului-Wailuku-Lahaina, HI"
26077,100310,"Kalamazoo-Battle Creek-Portage, MI"
30029,28060,"Kalispell, MT"
17091,100176,"Chicago-Naperville, IL-IN-WI"
20091,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
20103,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
20107,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
20121,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
20209,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29013,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29025,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29037,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29047,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29049,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29095,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29107,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29165,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
29177,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
15007,28180,"Kapaa, HI"
31019,28260,"Kearney, NE"
31099,28260,"Kearney, NE"
33005,28300,"Keene, NH"
18113,100258,"Fort Wayne-Huntington-Auburn, IN"
29069,28380,"Kennett, MO"
53005,100313,"Kennewick-Richland-Walla Walla, WA"
53021,100313,"Kennewick-Richland-Walla Walla, WA"
48265,100314,"Kerrville-Fredericksburg, TX"
2130,28540,"Ketchikan, AK"
12087,100370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
37055,100545,"Virginia Beach-Norfolk, VA-NC"
48027,28660,"Killeen-Temple, TX"
48099,28660,"Killeen-Temple, TX"
48281,28660,"Killeen-Temple, TX"
47073,100304,"Johnson City-Kingsport-Bristol, TN-VA"
47163,100304,"Johnson City-Kingsport-Bristol, TN-VA"
51169,100304,"Johnson City-Kingsport-Bristol, TN-VA"
51191,100304,"Johnson City-Kingsport-Bristol, TN-VA"
51520,100304,"Johnson City-Kingsport-Bristol, TN-VA"
36111,100408,"New York-Newark, NY-NJ-CT-PA"
48261,100204,"Corpus Christi-Kingsville-Alice, TX"
48273,100204,"Corpus Christi-Kingsville-Alice, TX"
37107,100272,"Greenville-Kinston-Washington, NC"
29001,28860,"Kirksville, MO"
29197,28860,"Kirksville, MO"
41035,28900,"Klamath Falls, OR"
47001,100315,"Knoxville-Morristown-Sevierville, TN"
47009,100315,"Knoxville-Morristown-Sevierville, TN"
47013,100315,"Knoxville-Morristown-Sevierville, TN"
47093,100315,"Knoxville-Morristown-Sevierville, TN"
47105,100315,"Knoxville-Morristown-Sevierville, TN"
47129,100315,"Knoxville-Morristown-Sevierville, TN"
47145,100315,"Knoxville-Morristown-Sevierville, TN"
47173,100315,"Knoxville-Morristown-Sevierville, TN"
18067,100316,"Kokomo-Peru, IN"
33001,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
27055,29100,"La Crosse-Onalaska, WI-MN"
55063,29100,"La Crosse-Onalaska, WI-MN"
22001,100318,"Lafayette-Opelousas-Morgan City, LA"
22045,100318,"Lafayette-Opelousas-Morgan City, LA"
22055,100318,"Lafayette-Opelousas-Morgan City, LA"
22099,100318,"Lafayette-Opelousas-Morgan City, LA"
22113,100318,"Lafayette-Opelousas-Morgan City, LA"
18007,100320,"Lafayette-West Lafayette-Frankfort, IN"
18015,100320,"Lafayette-West Lafayette-Frankfort, IN"
18157,100320,"Lafayette-West Lafayette-Frankfort, IN"
18171,100320,"Lafayette-West Lafayette-Frankfort, IN"
41061,29260,"La Grande, OR"
1017,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13285,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
22019,100324,"Lake Charles-Jennings, LA"
22023,100324,"Lake Charles-Jennings, LA"
12023,100264,"Gainesville-Lake City, FL"
4015,29420,"Lake Havasu City-Kingman, AZ"
12105,100422,"Orlando-Lakeland-Deltona, FL"
48115,29500,"Lamesa, TX"
42071,29540,"Lancaster, PA"
26037,29620,"Lansing-East Lansing, MI"
26045,29620,"Lansing-East Lansing, MI"
26065,29620,"Lansing-East Lansing, MI"
26155,29620,"Lansing-East Lansing, MI"
56001,29660,"Laramie, WY"
48479,29700,"Laredo, TX"
35013,100238,"El Paso-Las Cruces, TX-NM"
35033,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
35047,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
32003,100332,"Las Vegas-Henderson, NV"
28061,100279,"Hattiesburg-Laurel, MS"
28067,100279,"Hattiesburg-Laurel, MS"
37165,100246,"Fayetteville-Sanford-Lumberton, NC"
20045,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
47099,100400,"Nashville-Davidson--Murfreesboro, TN"
40031,30020,"Lawton, OK"
40033,30020,"Lawton, OK"
29105,30060,"Lebanon, MO"
33009,30100,"Lebanon, NH-VT"
33019,30100,"Lebanon, NH-VT"
50017,30100,"Lebanon, NH-VT"
50027,30100,"Lebanon, NH-VT"
42075,100276,"Harrisburg-York-Lebanon, PA"
48219,100352,"Lubbock-Plainview-Levelland, TX"
42119,100146,"Bloomsburg-Berwick-Sunbury, PA"
47117,100400,"Nashville-Davidson--Murfreesboro, TN"
16069,30300,"Lewiston, ID-WA"
53003,30300,"Lewiston, ID-WA"
23001,100438,"Portland-Lewiston-South Portland, ME"
42087,30380,"Lewistown, PA"
31047,30420,"Lexington, NE"
31073,30420,"Lexington, NE"
21017,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21049,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21067,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21113,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21209,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
21239,100336,"Lexington-Fayette--Richmond--Frankfort, KY"
20175,30580,"Liberal, KS"
39003,100338,"Lima-Van Wert-Celina, OH"
17107,100522,"Springfield-Jacksonville-Lincoln, IL"
31109,100339,"Lincoln-Beatrice, NE"
31159,100339,"Lincoln-Beatrice, NE"
5045,100340,"Little Rock-North Little Rock, AR"
5053,100340,"Little Rock-North Little Rock, AR"
5085,100340,"Little Rock-North Little Rock, AR"
5105,100340,"Little Rock-North Little Rock, AR"
5119,100340,"Little Rock-North Little Rock, AR"
5125,100340,"Little Rock-North Little Rock, AR"
42035,100558,"Williamsport-Lock Haven, PA"
16041,30860,"Logan, UT-ID"
49005,30860,"Logan, UT-ID"
18017,30900,"Logansport, IN"
21051,30940,"London, KY"
21121,30940,"London, KY"
21125,30940,"London, KY"
21235,30940,"London, KY"
48183,30980,"Longview, TX"
48203,30980,"Longview, TX"
48401,30980,"Longview, TX"
48459,30980,"Longview, TX"
53015,100440,"Portland-Vancouver-Salem, OR-WA"
35028,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
6059,100348,"Los Angeles-Long Beach, CA"
6037,100348,"Los Angeles-Long Beach, CA"
18019,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
18043,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
18061,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
18175,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21029,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21103,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21111,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21185,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21211,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
21215,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
48107,100352,"Lubbock-Plainview-Levelland, TX"
48303,100352,"Lubbock-Plainview-Levelland, TX"
48305,100352,"Lubbock-Plainview-Levelland, TX"
26105,31220,"Ludington, MI"
48005,31260,"Lufkin, TX"
37155,100246,"Fayetteville-Sanford-Lumberton, NC"
51009,31340,"Lynchburg, VA"
51011,31340,"Lynchburg, VA"
51019,31340,"Lynchburg, VA"
51031,31340,"Lynchburg, VA"
51680,31340,"Lynchburg, VA"
17109,31380,"Macomb, IL"
13021,100356,"Macon-Bibb County--Warner Robins, GA"
13079,100356,"Macon-Bibb County--Warner Robins, GA"
13169,100356,"Macon-Bibb County--Warner Robins, GA"
13207,100356,"Macon-Bibb County--Warner Robins, GA"
13289,100356,"Macon-Bibb County--Warner Robins, GA"
6039,100260,"Fresno-Madera-Hanford, CA"
18077,31500,"Madison, IN"
55021,100357,"Madison-Janesville-Beloit, WI"
55025,100357,"Madison-Janesville-Beloit, WI"
55045,100357,"Madison-Janesville-Beloit, WI"
55049,100357,"Madison-Janesville-Beloit, WI"
21107,31580,"Madisonville, KY"
5027,31620,"Magnolia, AR"
36033,31660,"Malone, NY"
5059,100284,"Hot Springs-Malvern, AR"
33011,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
20061,31740,"Manhattan, KS"
20149,31740,"Manhattan, KS"
20161,31740,"Manhattan, KS"
55071,31820,"Manitowoc, WI"
27013,100359,"Mankato-New Ulm, MN"
27103,100359,"Mankato-New Ulm, MN"
39139,100360,"Mansfield-Ashland-Bucyrus, OH"
39167,100425,"Parkersburg-Marietta-Vienna, WV-OH"
26109,100361,"Marinette-Iron Mountain, WI-MI"
55075,100361,"Marinette-Iron Mountain, WI-MI"
18053,31980,"Marion, IN"
37111,100120,"Asheville-Marion-Brevard, NC"
39101,100198,"Columbus-Marion-Zanesville, OH"
26103,32100,"Marquette, MI"
27083,32140,"Marshall, MN"
29195,32180,"Marshall, MO"
19127,32260,"Marshalltown, IA"
47183,100362,"Martin-Union City, TN"
51089,32300,"Martinsville, VA"
51690,32300,"Martinsville, VA"
29147,32340,"Maryville, MO"
19033,32380,"Mason City, IA"
19195,32380,"Mason City, IA"
72067,100364,"Mayagüez-San Germán, PR"
72083,100364,"Mayagüez-San Germán, PR"
72097,100364,"Mayagüez-San Germán, PR"
21083,100424,"Paducah-Mayfield, KY-IL"
21161,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
40121,32540,"McAlester, OK"
48215,100365,"McAllen-Edinburg, TX"
28113,32620,"McComb, MS"
47177,32660,"McMinnville, TN"
20113,32700,"McPherson, KS"
42039,100240,"Erie-Meadville, PA"
41029,100366,"Medford-Grants Pass, OR"
5035,100368,"Memphis-Forrest City, TN-MS-AR"
28033,100368,"Memphis-Forrest City, TN-MS-AR"
28093,100368,"Memphis-Forrest City, TN-MS-AR"
28137,100368,"Memphis-Forrest City, TN-MS-AR"
28143,100368,"Memphis-Forrest City, TN-MS-AR"
47047,100368,"Memphis-Forrest City, TN-MS-AR"
47157,100368,"Memphis-Forrest City, TN-MS-AR"
47167,100368,"Memphis-Forrest City, TN-MS-AR"
55033,100232,"Eau Claire-Menomonie, WI"
6047,100488,"San Jose-San Francisco-Oakland, CA"
28023,32940,"Meridian, MS"
28069,32940,"Meridian, MS"
28075,32940,"Meridian, MS"
29007,100190,"Columbia-Moberly-Mexico, MO"
40115,100309,"Joplin-Miami, MO-OK"
12011,100370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
12086,100370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
12099,100370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
18091,100176,"Chicago-Naperville, IL-IN-WI"
21013,33180,"Middlesborough, KY"
26111,100474,"Saginaw-Midland-Bay City, MI"
48317,100372,"Midland-Odessa, TX"
48329,100372,"Midland-Odessa, TX"
13009,33300,"Milledgeville, GA"
13141,33300,"Milledgeville, GA"
55079,100376,"Milwaukee-Racine-Waukesha, WI"
55089,100376,"Milwaukee-Racine-Waukesha, WI"
55131,100376,"Milwaukee-Racine-Waukesha, WI"
55133,100376,"Milwaukee-Racine-Waukesha, WI"
22119,100508,"Shreveport-Bossier City-Minden, LA"
48363,100206,"Dallas-Fort Worth, TX-OK"
27003,100378,"Minneapolis-St. Paul, MN-WI"
27019,100378,"Minneapolis-St. Paul, MN-WI"
27025,100378,"Minneapolis-St. Paul, MN-WI"
27037,100378,"Minneapolis-St. Paul, MN-WI"
27053,100378,"Minneapolis-St. Paul, MN-WI"
27059,100378,"Minneapolis-St. Paul, MN-WI"
27079,100378,"Minneapolis-St. Paul, MN-WI"
27095,100378,"Minneapolis-St. Paul, MN-WI"
27123,100378,"Minneapolis-St. Paul, MN-WI"
27139,100378,"Minneapolis-St. Paul, MN-WI"
27141,100378,"Minneapolis-St. Paul, MN-WI"
27163,100378,"Minneapolis-St. Paul, MN-WI"
27171,100378,"Minneapolis-St. Paul, MN-WI"
55093,100378,"Minneapolis-St. Paul, MN-WI"
55109,100378,"Minneapolis-St. Paul, MN-WI"
38049,33500,"Minot, ND"
38075,33500,"Minot, ND"
38101,33500,"Minot, ND"
30063,33540,"Missoula, MT"
46035,33580,"Mitchell, SD"
46061,33580,"Mitchell, SD"
29175,100190,"Columbia-Moberly-Mexico, MO"
1097,100380,"Mobile-Daphne-Fairhope, AL"
1129,100380,"Mobile-Daphne-Fairhope, AL"
6099,100488,"San Jose-San Francisco-Oakland, CA"
22067,100384,"Monroe-Ruston, LA"
22073,100384,"Monroe-Ruston, LA"
22111,100384,"Monroe-Ruston, LA"
26115,100220,"Detroit-Warren-Ann Arbor, MI"
1001,100388,"Montgomery-Selma-Alexander City, AL"
1051,100388,"Montgomery-Selma-Alexander City, AL"
