numfips,cbsa_f_a,name_cbsa_f_a
36109,27060,"Ithaca, NY"
26075,27100,"Jackson, MI"
28029,27140,"Jackson, MS"
28049,27140,"Jackson, MS"
28051,27140,"Jackson, MS"
28089,27140,"Jackson, MS"
28121,27140,"Jackson, MS"
28127,27140,"Jackson, MS"
28163,27140,"Jackson, MS"
39079,27160,"Jackson, OH"
47023,27180,"Jackson, TN"
47033,27180,"Jackson, TN"
47053,27180,"Jackson, TN"
47113,27180,"Jackson, TN"
16081,27220,"Jackson, WY-ID"
56039,27220,"Jackson, WY-ID"
12003,27260,"Jacksonville, FL"
12019,27260,"Jacksonville, FL"
12031,27260,"Jacksonville, FL"
12089,27260,"Jacksonville, FL"
12109,27260,"Jacksonville, FL"
17137,27300,"Jacksonville, IL"
17171,27300,"Jacksonville, IL"
37133,27340,"Jacksonville, NC"
48073,27380,"Jacksonville, TX"
38093,27420,"Jamestown, ND"
36013,27460,"Jamestown-Dunkirk-Fredonia, NY"
55105,27500,"Janesville-Beloit, WI"
1127,27530,"Jasper, AL"
18037,27540,"Jasper, IN"
18125,27540,"Jasper, IN"
72073,27580,"Jayuya, PR"
13157,27600,"Jefferson, GA"
29027,27620,"Jefferson City, MO"
29051,27620,"Jefferson City, MO"
29135,27620,"Jefferson City, MO"
29151,27620,"Jefferson City, MO"
22053,27660,"Jennings, LA"
13305,27700,"Jesup, GA"
47019,27740,"Johnson City, TN"
47171,27740,"Johnson City, TN"
47179,27740,"Johnson City, TN"
42021,27780,"Johnstown, PA"
5031,27860,"Jonesboro, AR"
5111,27860,"Jonesboro, AR"
29097,27900,"Joplin, MO"
29145,27900,"Joplin, MO"
2110,27940,"Juneau, AK"
15009,27980,"Kahului-Wailuku-Lahaina, HI"
26077,28020,"Kalamazoo-Portage, MI"
30029,28060,"Kalispell, MT"
17091,28100,"Kankakee, IL"
20091,28140,"Kansas City, MO-KS"
20103,28140,"Kansas City, MO-KS"
20107,28140,"Kansas City, MO-KS"
20121,28140,"Kansas City, MO-KS"
20209,28140,"Kansas City, MO-KS"
29013,28140,"Kansas City, MO-KS"
29025,28140,"Kansas City, MO-KS"
29037,28140,"Kansas City, MO-KS"
29047,28140,"Kansas City, MO-KS"
29049,28140,"Kansas City, MO-KS"
29095,28140,"Kansas City, MO-KS"
29107,28140,"Kansas City, MO-KS"
29165,28140,"Kansas City, MO-KS"
29177,28140,"Kansas City, MO-KS"
15007,28180,"Kapaa, HI"
31019,28260,"Kearney, NE"
31099,28260,"Kearney, NE"
33005,28300,"Keene, NH"
18113,28340,"Kendallville, IN"
29069,28380,"Kennett, MO"
53005,28420,"Kennewick-Richland, WA"
53021,28420,"Kennewick-Richland, WA"
48265,28500,"Kerrville, TX"
2130,28540,"Ketchikan, AK"
12087,28580,"Key West, FL"
37055,28620,"Kill Devil Hills, NC"
48027,28660,"Killeen-Temple, TX"
48099,28660,"Killeen-Temple, TX"
48281,28660,"Killeen-Temple, TX"
47073,28700,"Kingsport-Bristol, TN-VA"
47163,28700,"Kingsport-Bristol, TN-VA"
51169,28700,"Kingsport-Bristol, TN-VA"
51191,28700,"Kingsport-Bristol, TN-VA"
51520,28700,"Kingsport-Bristol, TN-VA"
36111,28740,"Kingston, NY"
48261,28780,"Kingsville, TX"
48273,28780,"Kingsville, TX"
37107,28820,"Kinston, NC"
29001,28860,"Kirksville, MO"
29197,28860,"Kirksville, MO"
41035,28900,"Klamath Falls, OR"
47001,28940,"Knoxville, TN"
47009,28940,"Knoxville, TN"
47013,28940,"Knoxville, TN"
47093,28940,"Knoxville, TN"
47105,28940,"Knoxville, TN"
47129,28940,"Knoxville, TN"
47145,28940,"Knoxville, TN"
47173,28940,"Knoxville, TN"
18067,29020,"Kokomo, IN"
33001,29060,"Laconia, NH"
27055,29100,"La Crosse-Onalaska, WI-MN"
55063,29100,"La Crosse-Onalaska, WI-MN"
22001,29180,"Lafayette, LA"
22045,29180,"Lafayette, LA"
22055,29180,"Lafayette, LA"
22099,29180,"Lafayette, LA"
22113,29180,"Lafayette, LA"
18007,29200,"Lafayette-West Lafayette, IN"
18015,29200,"Lafayette-West Lafayette, IN"
18157,29200,"Lafayette-West Lafayette, IN"
18171,29200,"Lafayette-West Lafayette, IN"
41061,29260,"La Grande, OR"
1017,29300,"LaGrange, GA-AL"
13285,29300,"LaGrange, GA-AL"
22019,29340,"Lake Charles, LA"
22023,29340,"Lake Charles, LA"
12023,29380,"Lake City, FL"
4015,29420,"Lake Havasu City-Kingman, AZ"
12105,29460,"Lakeland-Winter Haven, FL"
48115,29500,"Lamesa, TX"
42071,29540,"Lancaster, PA"
26037,29620,"Lansing-East Lansing, MI"
26045,29620,"Lansing-East Lansing, MI"
26065,29620,"Lansing-East Lansing, MI"
26155,29620,"Lansing-East Lansing, MI"
56001,29660,"Laramie, WY"
48479,29700,"Laredo, TX"
35013,29740,"Las Cruces, NM"
35033,29780,"Las Vegas, NM"
35047,29780,"Las Vegas, NM"
32003,29820,"Las Vegas-Henderson-Paradise, NV"
28061,29860,"Laurel, MS"
28067,29860,"Laurel, MS"
37165,29900,"Laurinburg, NC"
20045,29940,"Lawrence, KS"
47099,29980,"Lawrenceburg, TN"
40031,30020,"Lawton, OK"
40033,30020,"Lawton, OK"
29105,30060,"Lebanon, MO"
33009,30100,"Lebanon, NH-VT"
33019,30100,"Lebanon, NH-VT"
50017,30100,"Lebanon, NH-VT"
50027,30100,"Lebanon, NH-VT"
42075,30140,"Lebanon, PA"
48219,30220,"Levelland, TX"
42119,30260,"Lewisburg, PA"
47117,30280,"Lewisburg, TN"
16069,30300,"Lewiston, ID-WA"
53003,30300,"Lewiston, ID-WA"
23001,30340,"Lewiston-Auburn, ME"
42087,30380,"Lewistown, PA"
31047,30420,"Lexington, NE"
31073,30420,"Lexington, NE"
21017,30460,"Lexington-Fayette, KY"
21049,30460,"Lexington-Fayette, KY"
21067,30460,"Lexington-Fayette, KY"
21113,30460,"Lexington-Fayette, KY"
21209,30460,"Lexington-Fayette, KY"
21239,30460,"Lexington-Fayette, KY"
20175,30580,"Liberal, KS"
39003,30620,"Lima, OH"
17107,30660,"Lincoln, IL"
31109,30700,"Lincoln, NE"
31159,30700,"Lincoln, NE"
5045,30780,"Little Rock-North Little Rock-Conway, AR"
5053,30780,"Little Rock-North Little Rock-Conway, AR"
5085,30780,"Little Rock-North Little Rock-Conway, AR"
5105,30780,"Little Rock-North Little Rock-Conway, AR"
5119,30780,"Little Rock-North Little Rock-Conway, AR"
5125,30780,"Little Rock-North Little Rock-Conway, AR"
42035,30820,"Lock Haven, PA"
16041,30860,"Logan, UT-ID"
49005,30860,"Logan, UT-ID"
18017,30900,"Logansport, IN"
21051,30940,"London, KY"
21121,30940,"London, KY"
21125,30940,"London, KY"
21235,30940,"London, KY"
48183,30980,"Longview, TX"
48203,30980,"Longview, TX"
48401,30980,"Longview, TX"
48459,30980,"Longview, TX"
53015,31020,"Longview, WA"
35028,31060,"Los Alamos, NM"
6059,31080,"Los Angeles-Long Beach-Anaheim, CA"
6037,31080,"Los Angeles-Long Beach-Anaheim, CA"
18019,31140,"Louisville/Jefferson County, KY-IN"
18043,31140,"Louisville/Jefferson County, KY-IN"
18061,31140,"Louisville/Jefferson County, KY-IN"
18175,31140,"Louisville/Jefferson County, KY-IN"
21029,31140,"Louisville/Jefferson County, KY-IN"
21103,31140,"Louisville/Jefferson County, KY-IN"
21111,31140,"Louisville/Jefferson County, KY-IN"
21185,31140,"Louisville/Jefferson County, KY-IN"
21211,31140,"Louisville/Jefferson County, KY-IN"
21215,31140,"Louisville/Jefferson County, KY-IN"
48107,31180,"Lubbock, TX"
48303,31180,"Lubbock, TX"
48305,31180,"Lubbock, TX"
26105,31220,"Ludington, MI"
48005,31260,"Lufkin, TX"
37155,31300,"Lumberton, NC"
51009,31340,"Lynchburg, VA"
51011,31340,"Lynchburg, VA"
51019,31340,"Lynchburg, VA"
51031,31340,"Lynchburg, VA"
51680,31340,"Lynchburg, VA"
17109,31380,"Macomb, IL"
13021,31420,"Macon-Bibb County, GA"
13079,31420,"Macon-Bibb County, GA"
13169,31420,"Macon-Bibb County, GA"
13207,31420,"Macon-Bibb County, GA"
13289,31420,"Macon-Bibb County, GA"
6039,31460,"Madera, CA"
18077,31500,"Madison, IN"
55021,31540,"Madison, WI"
55025,31540,"Madison, WI"
55045,31540,"Madison, WI"
55049,31540,"Madison, WI"
21107,31580,"Madisonville, KY"
5027,31620,"Magnolia, AR"
36033,31660,"Malone, NY"
5059,31680,"Malvern, AR"
33011,31700,"Manchester-Nashua, NH"
20061,31740,"Manhattan, KS"
20149,31740,"Manhattan, KS"
20161,31740,"Manhattan, KS"
55071,31820,"Manitowoc, WI"
27013,31860,"Mankato, MN"
27103,31860,"Mankato, MN"
39139,31900,"Mansfield, OH"
39167,31930,"Marietta, OH"
26109,31940,"Marinette, WI-MI"
55075,31940,"Marinette, WI-MI"
18053,31980,"Marion, IN"
37111,32000,"Marion, NC"
39101,32020,"Marion, OH"
26103,32100,"Marquette, MI"
27083,32140,"Marshall, MN"
29195,32180,"Marshall, MO"
19127,32260,"Marshalltown, IA"
47183,32280,"Martin, TN"
51089,32300,"Martinsville, VA"
51690,32300,"Martinsville, VA"
29147,32340,"Maryville, MO"
19033,32380,"Mason City, IA"
19195,32380,"Mason City, IA"
72067,32420,"Mayagüez, PR"
72083,32420,"Mayagüez, PR"
72097,32420,"Mayagüez, PR"
21083,32460,"Mayfield, KY"
21161,32500,"Maysville, KY"
40121,32540,"McAlester, OK"
48215,32580,"McAllen-Edinburg-Mission, TX"
28113,32620,"McComb, MS"
47177,32660,"McMinnville, TN"
20113,32700,"McPherson, KS"
42039,32740,"Meadville, PA"
41029,32780,"Medford, OR"
5035,32820,"Memphis, TN-MS-AR"
28033,32820,"Memphis, TN-MS-AR"
28093,32820,"Memphis, TN-MS-AR"
28137,32820,"Memphis, TN-MS-AR"
28143,32820,"Memphis, TN-MS-AR"
47047,32820,"Memphis, TN-MS-AR"
47157,32820,"Memphis, TN-MS-AR"
47167,32820,"Memphis, TN-MS-AR"
55033,32860,"Menomonie, WI"
6047,32900,"Merced, CA"
28023,32940,"Meridian, MS"
28069,32940,"Meridian, MS"
28075,32940,"Meridian, MS"
29007,33020,"Mexico, MO"
40115,33060,"Miami, OK"
12011,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
12086,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
12099,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
18091,33140,"Michigan City-La Porte, IN"
21013,33180,"Middlesborough, KY"
26111,33220,"Midland, MI"
48317,33260,"Midland, TX"
48329,33260,"Midland, TX"
13009,33300,"Milledgeville, GA"
13141,33300,"Milledgeville, GA"
55079,33340,"Milwaukee-Waukesha, WI"
55089,33340,"Milwaukee-Waukesha, WI"
55131,33340,"Milwaukee-Waukesha, WI"
55133,33340,"Milwaukee-Waukesha, WI"
22119,33380,"Minden, LA"
48363,33420,"Mineral Wells, TX"
27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27037,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27095,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27139,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
38049,33500,"Minot, ND"
38075,33500,"Minot, ND"
38101,33500,"Minot, ND"
30063,33540,"Missoula, MT"
46035,33580,"Mitchell, SD"
46061,33580,"Mitchell, SD"
29175,33620,"Moberly, MO"
1097,33660,"Mobile, AL"
1129,33660,"Mobile, AL"
6099,33700,"Modesto, CA"
22067,33740,"Monroe, LA"
22073,33740,"Monroe, LA"
22111,33740,"Monroe, LA"
26115,33780,"Monroe, MI"
1001,33860,"Montgomery, AL"
1051,33860,"Montgomery, AL"
1085,33860,"Montgomery, AL"
1101,33860,"Montgomery, AL"
8085,33940,"Montrose, CO"
8091,33940,"Montrose, CO"
37031,33980,"Morehead City, NC"
22101,34020,"Morgan City, LA"
54061,34060,"Morgantown, WV"
54077,34060,"Morgantown, WV"
47057,34100,"Morristown, TN"
47063,34100,"Morristown, TN"
47089,34100,"Morristown, TN"
16057,34140,"Moscow, ID"
53025,34180,"Moses Lake, WA"
13071,34220,"Moultrie, GA"
5005,34260,"Mountain Home, AR"
16039,34300,"Mountain Home, ID"
37171,34340,"Mount Airy, NC"
54045,34350,"Mount Gay-Shamrock, WV"
26073,34380,"Mount Pleasant, MI"
48063,34420,"Mount Pleasant, TX"
48449,34420,"Mount Pleasant, TX"
21011,34460,"Mount Sterling, KY"
21165,34460,"Mount Sterling, KY"
21173,34460,"Mount Sterling, KY"
17081,34500,"Mount Vernon, IL"
39083,34540,"Mount Vernon, OH"
53057,34580,"Mount Vernon-Anacortes, WA"
18035,34620,"Muncie, IN"
21035,34660,"Murray, KY"
19139,34700,"Muscatine, IA"
26121,34740,"Muskegon, MI"
40101,34780,"Muskogee, OK"
37019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
48347,34860,"Nacogdoches, TX"
6055,34900,"Napa, CA"
12021,34940,"Naples-Marco Island, FL"
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
22029,35020,"Natchez, MS-LA"
28001,35020,"Natchez, MS-LA"
22069,35060,"Natchitoches, LA"
37049,35100,"New Bern, NC"
37103,35100,"New Bern, NC"
37137,35100,"New Bern, NC"
45071,35140,"Newberry, SC"
18065,35220,"New Castle, IN"
42073,35260,"New Castle, PA"
9009,35300,"New Haven-Milford, CT"
22051,35380,"New Orleans-Metairie, LA"
22071,35380,"New Orleans-Metairie, LA"
22075,35380,"New Orleans-Metairie, LA"
22087,35380,"New Orleans-Metairie, LA"
22089,35380,"New Orleans-Metairie, LA"
22093,35380,"New Orleans-Metairie, LA"
22095,35380,"New Orleans-Metairie, LA"
22103,35380,"New Orleans-Metairie, LA"
39157,35420,"New Philadelphia-Dover, OH"
41041,35440,"Newport, OR"
47029,35460,"Newport, TN"
27015,35580,"New Ulm, MN"
36059,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36103,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34013,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34019,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34027,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34037,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34039,35620,"New York-Newark-Jersey City, NY-NJ-PA"
42103,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34023,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34025,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34029,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34035,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34003,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34017,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34031,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36005,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36047,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36061,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36079,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36081,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36085,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36087,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36119,35620,"New York-Newark-Jersey City, NY-NJ-PA"
26021,35660,"Niles, MI"
4023,35700,"Nogales, AZ"
31119,35740,"Norfolk, NE"
31139,35740,"Norfolk, NE"
31167,35740,"Norfolk, NE"
31111,35820,"North Platte, NE"
31113,35820,"North Platte, NE"
31117,35820,"North Platte, NE"
12081,35840,"North Port-Sarasota-Bradenton, FL"
12115,35840,"North Port-Sarasota-Bradenton, FL"
18079,35860,"North Vernon, IN"
37193,35900,"North Wilkesboro, NC"
39077,35940,"Norwalk, OH"
9011,35980,"Norwich-New London, CT"
53029,36020,"Oak Harbor, WA"
12083,36100,"Ocala, FL"
34009,36140,"Ocean City, NJ"
48135,36220,"Odessa, TX"
49003,36260,"Ogden-Clearfield, UT"
49011,36260,"Ogden-Clearfield, UT"
49029,36260,"Ogden-Clearfield, UT"
49057,36260,"Ogden-Clearfield, UT"
36089,36300,"Ogdensburg-Massena, NY"
42121,36340,"Oil City, PA"
12093,36380,"Okeechobee, FL"
40017,36420,"Oklahoma City, OK"
40027,36420,"Oklahoma City, OK"
40051,36420,"Oklahoma City, OK"
40081,36420,"Oklahoma City, OK"
40083,36420,"Oklahoma City, OK"
40087,36420,"Oklahoma City, OK"
40109,36420,"Oklahoma City, OK"
36009,36460,"Olean, NY"
53067,36500,"Olympia-Lacey-Tumwater, WA"
19085,36540,"Omaha-Council Bluffs, NE-IA"
19129,36540,"Omaha-Council Bluffs, NE-IA"
19155,36540,"Omaha-Council Bluffs, NE-IA"
31025,36540,"Omaha-Council Bluffs, NE-IA"
31055,36540,"Omaha-Council Bluffs, NE-IA"
31153,36540,"Omaha-Council Bluffs, NE-IA"
31155,36540,"Omaha-Council Bluffs, NE-IA"
31177,36540,"Omaha-Council Bluffs, NE-IA"
36077,36580,"Oneonta, NY"
16075,36620,"Ontario, OR-ID"
41045,36620,"Ontario, OR-ID"
22097,36660,"Opelousas, LA"
45075,36700,"Orangeburg, SC"
12069,36740,"Orlando-Kissimmee-Sanford, FL"
12095,36740,"Orlando-Kissimmee-Sanford, FL"
12097,36740,"Orlando-Kissimmee-Sanford, FL"
12117,36740,"Orlando-Kissimmee-Sanford, FL"
55139,36780,"Oshkosh-Neenah, WI"
19123,36820,"Oskaloosa, IA"
53001,36830,"Othello, WA"
17011,36837,"Ottawa, IL"
17099,36837,"Ottawa, IL"
17155,36837,"Ottawa, IL"
20059,36840,"Ottawa, KS"
19179,36900,"Ottumwa, IA"
27147,36940,"Owatonna, MN"
21059,36980,"Owensboro, KY"
21091,36980,"Owensboro, KY"
21149,36980,"Owensboro, KY"
28071,37060,"Oxford, MS"
6111,37100,"Oxnard-Thousand Oaks-Ventura, CA"
1045,37120,"Ozark, AL"
17127,37140,"Paducah, KY-IL"
21007,37140,"Paducah, KY-IL"
21139,37140,"Paducah, KY-IL"
21145,37140,"Paducah, KY-IL"
32023,37220,"Pahrump, NV"
12107,37260,"Palatka, FL"
48001,37300,"Palestine, TX"
12009,37340,"Palm Bay-Melbourne-Titusville, FL"
48179,37420,"Pampa, TX"
48393,37420,"Pampa, TX"
12005,37460,"Panama City, FL"
5055,37500,"Paragould, AR"
47079,37540,"Paris, TN"
48277,37580,"Paris, TX"
54105,37620,"Parkersburg-Vienna, WV"
54107,37620,"Parkersburg-Vienna, WV"
20099,37660,"Parsons, KS"
4007,37740,"Payson, AZ"
48163,37770,"Pearsall, TX"
48301,37780,"Pecos, TX"
48389,37780,"Pecos, TX"
19125,37800,"Pella, IA"
12033,37860,"Pensacola-Ferry Pass-Brent, FL"
12113,37860,"Pensacola-Ferry Pass-Brent, FL"
17057,37900,"Peoria, IL"
17123,37900,"Peoria, IL"
17143,37900,"Peoria, IL"
17175,37900,"Peoria, IL"
17179,37900,"Peoria, IL"
17203,37900,"Peoria, IL"
18103,37940,"Peru, IN"
34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
10003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
24015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
4013,38060,"Phoenix-Mesa-Chandler, AZ"
4021,38060,"Phoenix-Mesa-Chandler, AZ"
28109,38100,"Picayune, MS"
46065,38180,"Pierre, SD"
46117,38180,"Pierre, SD"
5025,38220,"Pine Bluff, AR"
5069,38220,"Pine Bluff, AR"
5079,38220,"Pine Bluff, AR"
37125,38240,"Pinehurst-Southern Pines, NC"
20037,38260,"Pittsburg, KS"
42003,38300,"Pittsburgh, PA"
42005,38300,"Pittsburgh, PA"
42007,38300,"Pittsburgh, PA"
42019,38300,"Pittsburgh, PA"
42051,38300,"Pittsburgh, PA"
42125,38300,"Pittsburgh, PA"
42129,38300,"Pittsburgh, PA"
25003,38340,"Pittsfield, MA"
48189,38380,"Plainview, TX"
55043,38420,"Platteville, WI"
36019,38460,"Plattsburgh, NY"
18099,38500,"Plymouth, IN"
16005,38540,"Pocatello, ID"
16077,38540,"Pocatello, ID"
39053,38580,"Point Pleasant, WV-OH"
54053,38580,"Point Pleasant, WV-OH"
40071,38620,"Ponca City, OK"
72001,38660,"Ponce, PR"
72075,38660,"Ponce, PR"
72113,38660,"Ponce, PR"
72149,38660,"Ponce, PR"
17105,38700,"Pontiac, IL"
29023,38740,"Poplar Bluff, MO"
29181,38740,"Poplar Bluff, MO"
35041,38780,"Portales, NM"
53009,38820,"Port Angeles, WA"
23005,38860,"Portland-South Portland, ME"
23023,38860,"Portland-South Portland, ME"
23031,38860,"Portland-South Portland, ME"
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA"
48057,38920,"Port Lavaca, TX"
12085,38940,"Port St. Lucie, FL"
12111,38940,"Port St. Lucie, FL"
39145,39020,"Portsmouth, OH"
42107,39060,"Pottsville, PA"
36027,39100,"Poughkeepsie-Newburgh-Middletown, NY"
36071,39100,"Poughkeepsie-Newburgh-Middletown, NY"
4025,39150,"Prescott Valley-Prescott, AZ"
